condition,country,actor_id,actor_age_years,actor_gender,dist,eq_uneq,decision,value,trial
AI,Uganda,uganda_actor_34,4_5,M,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_35,5,F,t4_dist,U,reject,low,t4
DI,Uganda,uganda_actor_36,6,F,t4_dist,E,reject,low,t4
AI,Uganda,uganda_actor_37,5,M,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_38,6,F,t4_dist,U,accept,low,t4
AI,Uganda,uganda_actor_39,5,M,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_40,6,M,t4_dist,E,accept,low,t4
DI,Uganda,uganda_actor_41,6,F,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_42,4_5,M,t4_dist,E,reject,low,t4
AI,Uganda,uganda_actor_43,5,F,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_44,6,F,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_45,5,F,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_47,6,M,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_48,5,F,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_49,6,M,t4_dist,E,reject,high,t4
AI,Uganda,uganda_actor_50,6,M,t4_dist,E,reject,high,t4
DI,Uganda,uganda_actor_51,5,F,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_53,6,F,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_54,4,F,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_55,5,F,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_56,5,M,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_57,6,M,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_58,6,M,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_59,15,M,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_60,13,F,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_61,13,F,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_62,13,M,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_63,13,M,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_64,15,M,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_65,13,F,t4_dist,U,reject,low,t4
DI,Uganda,uganda_actor_66,15,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_67,12,M,t4_dist,U,reject,low,t4
DI,Uganda,uganda_actor_68,13,M,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_69,13,F,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_70,15,M,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_71,13,M,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_72,13,F,t4_dist,E,reject,high,t4
AI,Uganda,uganda_actor_73,13,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_74,14,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_75,13,M,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_76,13,M,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_77,13,F,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_78,13,M,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_79,13,M,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_80,14,M,t4_dist,E,reject,low,t4
DI,Uganda,uganda_actor_81,15,M,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_82,13,M,t4_dist,E,reject,low,t4
AI,Uganda,uganda_actor_83,14,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_84,13,F,t4_dist,E,reject,low,t4
AI,Uganda,uganda_actor_85,14,M,t4_dist,E,accept,low,t4
DI,Uganda,uganda_actor_86,13,F,t4_dist,E,reject,low,t4
DI,Uganda,uganda_actor_87,13,M,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_88,10,M,t4_dist,U,reject,high,t4
AI,Uganda,uganda_actor_89,11,F,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_90,12,M,t4_dist,E,reject,high,t4
DI,Uganda,uganda_actor_91,10,M,t4_dist,U,accept,low,t4
AI,Uganda,uganda_actor_92,11,M,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_93,10,F,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_94,10,F,t4_dist,U,accept,low,t4
AI,Uganda,uganda_actor_95,11,F,t4_dist,E,accept,high,t4
AI,Uganda,uganda_actor_96,10,F,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_97,11,M,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_98,10,M,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_99,12,F,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_100,12,M,t4_dist,E,accept,low,t4
AI,Uganda,uganda_actor_101,12,F,t4_dist,E,accept,high,t4
DI,Uganda,uganda_actor_102,10,F,t4_dist,E,reject,high,t4
AI,Uganda,uganda_actor_103,9,M,t4_dist,U,accept,low,t4
AI,Uganda,uganda_actor_104,11,M,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_105,10,M,t4_dist,E,reject,high,t4
AI,Uganda,uganda_actor_106,11,F,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_107,12,M,t4_dist,U,reject,low,t4
AI,Uganda,uganda_actor_108,10,M,t4_dist,U,accept,high,t4
DI,Uganda,uganda_actor_109,10,F,t4_dist,E,accept,low,t4
DI,Uganda,uganda_actor_110,11,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_111,12,F,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_112,10,F,t4_dist,U,accept,low,t4
DI,Uganda,uganda_actor_113,10,F,t4_dist,U,reject,high,t4
DI,Uganda,uganda_actor_114,11,M,t4_dist,E,accept,high,t4
AI,Uganda,uganda_actor_115,10,F,t4_dist,U,accept,high,t4
AI,Uganda,uganda_actor_116,11,F,t4_dist,E,accept,low,t4
DI,Uganda,uganda_actor_1,7,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_2,8,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_3,8,M,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_4,9,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_5,8,F,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_6,7,F,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_7,9,F,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_8,8,F,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_9,8,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_10,9,F,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_11,8,M,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_12,8,F,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_13,9,F,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_14,8,F,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_15,7,M,t5_dist,U,reject,low,t5
DI,Uganda,uganda_actor_16,8,F,t5_dist,U,reject,low,t5
DI,Uganda,uganda_actor_17,8,F,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_18,9,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_19,9,M,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_20,9,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_21,8,M,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_22,7,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_23,7,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_24,7,M,t5_dist,E,reject,low,t5
AI,Uganda,uganda_actor_25,9,F,t5_dist,E,reject,low,t5
DI,Uganda,uganda_actor_26,9,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_27,7,M,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_28,9,M,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_29,7,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_30,7,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_31,6,M,t5_dist,U,reject,low,t5
DI,Uganda,uganda_actor_32,5,F,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_33,6,M,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_34,4_5,M,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_35,5,F,t5_dist,E,reject,low,t5
DI,Uganda,uganda_actor_36,6,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_37,5,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_38,6,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_39,5,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_40,6,M,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_41,6,F,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_42,4_5,M,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_43,5,F,t5_dist,E,reject,high,t5
AI,Uganda,uganda_actor_44,6,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_45,5,F,t5_dist,E,reject,low,t5
DI,Uganda,uganda_actor_47,6,M,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_48,5,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_49,6,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_50,6,M,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_51,5,F,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_53,6,F,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_54,4,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_55,5,F,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_56,5,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_57,6,M,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_58,6,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_59,15,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_60,13,F,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_61,13,F,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_62,13,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_63,13,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_64,15,M,t5_dist,E,reject,high,t5
AI,Uganda,uganda_actor_65,13,F,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_66,15,F,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_67,12,M,t5_dist,U,reject,low,t5
DI,Uganda,uganda_actor_68,13,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_69,13,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_70,15,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_71,13,M,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_72,13,F,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_73,13,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_74,14,F,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_75,13,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_76,13,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_77,13,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_78,13,M,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_79,13,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_80,14,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_81,15,M,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_82,13,M,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_83,14,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_84,13,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_85,14,M,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_86,13,F,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_87,13,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_88,10,M,t5_dist,E,accept,high,t5
AI,Uganda,uganda_actor_89,11,F,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_90,12,M,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_91,10,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_92,11,M,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_93,10,F,t5_dist,U,reject,low,t5
AI,Uganda,uganda_actor_94,10,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_95,11,F,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_96,10,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_97,11,M,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_98,10,M,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_99,12,F,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_100,12,M,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_101,12,F,t5_dist,U,reject,high,t5
DI,Uganda,uganda_actor_102,10,F,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_103,9,M,t5_dist,U,accept,low,t5
AI,Uganda,uganda_actor_104,11,M,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_105,10,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_106,11,F,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_107,12,M,t5_dist,E,accept,low,t5
AI,Uganda,uganda_actor_108,10,M,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_109,10,F,t5_dist,U,reject,low,t5
DI,Uganda,uganda_actor_110,11,F,t5_dist,E,accept,high,t5
DI,Uganda,uganda_actor_111,12,F,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_112,10,F,t5_dist,U,accept,low,t5
DI,Uganda,uganda_actor_113,10,F,t5_dist,U,accept,high,t5
DI,Uganda,uganda_actor_114,11,M,t5_dist,U,reject,high,t5
AI,Uganda,uganda_actor_115,10,F,t5_dist,U,accept,high,t5
AI,Uganda,uganda_actor_116,11,F,t5_dist,E,accept,low,t5
DI,Uganda,uganda_actor_1,7,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_2,8,M,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_3,8,M,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_4,9,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_5,8,F,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_6,7,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_7,9,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_8,8,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_9,8,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_10,9,F,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_11,8,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_12,8,F,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_13,9,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_14,8,F,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_15,7,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_16,8,F,t6_dist,U,reject,low,t6
DI,Uganda,uganda_actor_17,8,F,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_18,9,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_19,9,M,t6_dist,U,reject,high,t6
DI,Uganda,uganda_actor_20,9,F,t6_dist,U,reject,high,t6
DI,Uganda,uganda_actor_21,8,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_22,7,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_23,7,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_24,7,M,t6_dist,E,reject,low,t6
AI,Uganda,uganda_actor_25,9,F,t6_dist,U,reject,low,t6
DI,Uganda,uganda_actor_26,9,F,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_27,7,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_28,9,M,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_29,7,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_30,7,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_31,6,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_32,5,F,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_33,6,M,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_34,4_5,M,t6_dist,E,reject,high,t6
AI,Uganda,uganda_actor_35,5,F,t6_dist,U,reject,low,t6
DI,Uganda,uganda_actor_36,6,F,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_37,5,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_38,6,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_39,5,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_40,6,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_41,6,F,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_42,4_5,M,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_43,5,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_44,6,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_45,5,F,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_47,6,M,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_48,5,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_49,6,M,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_50,6,M,t6_dist,E,reject,high,t6
DI,Uganda,uganda_actor_51,5,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_53,6,F,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_54,4,F,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_55,5,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_56,5,M,t6_dist,E,reject,high,t6
DI,Uganda,uganda_actor_57,6,M,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_58,6,M,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_59,15,M,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_60,13,F,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_61,13,F,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_62,13,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_63,13,M,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_64,15,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_65,13,F,t6_dist,U,reject,low,t6
DI,Uganda,uganda_actor_66,15,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_67,12,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_68,13,M,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_69,13,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_70,15,M,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_71,13,M,t6_dist,U,reject,high,t6
DI,Uganda,uganda_actor_72,13,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_73,13,F,t6_dist,U,reject,high,t6
DI,Uganda,uganda_actor_74,14,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_75,13,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_76,13,M,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_77,13,F,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_78,13,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_79,13,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_80,14,M,t6_dist,E,reject,low,t6
DI,Uganda,uganda_actor_81,15,M,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_82,13,M,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_83,14,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_84,13,F,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_85,14,M,t6_dist,E,reject,low,t6
DI,Uganda,uganda_actor_86,13,F,t6_dist,E,reject,low,t6
DI,Uganda,uganda_actor_87,13,M,t6_dist,E,reject,low,t6
AI,Uganda,uganda_actor_88,10,M,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_89,11,F,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_90,12,M,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_91,10,M,t6_dist,E,reject,low,t6
AI,Uganda,uganda_actor_92,11,M,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_93,10,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_94,10,F,t6_dist,E,reject,low,t6
AI,Uganda,uganda_actor_95,11,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_96,10,F,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_97,11,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_98,10,M,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_99,12,F,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_100,12,M,t6_dist,U,accept,low,t6
AI,Uganda,uganda_actor_101,12,F,t6_dist,E,accept,high,t6
DI,Uganda,uganda_actor_102,10,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_103,9,M,t6_dist,E,accept,low,t6
AI,Uganda,uganda_actor_104,11,M,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_105,10,M,t6_dist,U,reject,high,t6
AI,Uganda,uganda_actor_106,11,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_107,12,M,t6_dist,U,reject,low,t6
AI,Uganda,uganda_actor_108,10,M,t6_dist,U,accept,high,t6
DI,Uganda,uganda_actor_109,10,F,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_110,11,F,t6_dist,E,reject,high,t6
DI,Uganda,uganda_actor_111,12,F,t6_dist,U,accept,high,t6
AI,Uganda,uganda_actor_112,10,F,t6_dist,E,accept,low,t6
DI,Uganda,uganda_actor_113,10,F,t6_dist,U,reject,high,t6
DI,Uganda,uganda_actor_114,11,M,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_115,10,F,t6_dist,E,accept,high,t6
AI,Uganda,uganda_actor_116,11,F,t6_dist,U,accept,low,t6
DI,Uganda,uganda_actor_1,7,F,t7_dist,E,accept,low,t7
AI,Uganda,uganda_actor_2,8,M,t7_dist,U,accept,low,t7
AI,Uganda,uganda_actor_3,8,M,t7_dist,E,accept,low,t7
AI,Uganda,uganda_actor_4,9,M,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_5,8,F,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_6,7,F,t7_dist,U,accept,high,t7
AI,Uganda,uganda_actor_7,9,F,t7_dist,U,reject,high,t7
AI,Uganda,uganda_actor_8,8,F,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_9,8,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_10,9,F,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_11,8,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_12,8,F,t7_dist,E,reject,high,t7
DI,Uganda,uganda_actor_13,9,F,t7_dist,U,reject,high,t7
AI,Uganda,uganda_actor_14,8,F,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_15,7,M,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_16,8,F,t7_dist,U,reject,low,t7
DI,Uganda,uganda_actor_17,8,F,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_18,9,F,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_19,9,M,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_20,9,F,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_21,8,M,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_22,7,F,t7_dist,E,accept,low,t7
AI,Uganda,uganda_actor_23,7,M,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_24,7,M,t7_dist,E,reject,low,t7
AI,Uganda,uganda_actor_25,9,F,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_26,9,F,t7_dist,U,reject,low,t7
AI,Uganda,uganda_actor_27,7,M,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_28,9,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_29,7,M,t7_dist,U,accept,high,t7
DI,Uganda,uganda_actor_30,7,M,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_31,6,M,t7_dist,E,reject,low,t7
DI,Uganda,uganda_actor_32,5,F,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_33,6,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_34,4_5,M,t7_dist,E,reject,high,t7
AI,Uganda,uganda_actor_35,5,F,t7_dist,E,reject,low,t7
DI,Uganda,uganda_actor_36,6,F,t7_dist,U,accept,low,t7
AI,Uganda,uganda_actor_37,5,M,t7_dist,U,accept,high,t7
DI,Uganda,uganda_actor_38,6,F,t7_dist,U,accept,low,t7
AI,Uganda,uganda_actor_39,5,M,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_40,6,M,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_41,6,F,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_42,4_5,M,t7_dist,E,accept,low,t7
AI,Uganda,uganda_actor_43,5,F,t7_dist,E,reject,high,t7
AI,Uganda,uganda_actor_44,6,F,t7_dist,U,accept,low,t7
AI,Uganda,uganda_actor_45,5,F,t7_dist,U,reject,low,t7
DI,Uganda,uganda_actor_47,6,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_48,5,F,t7_dist,U,reject,high,t7
DI,Uganda,uganda_actor_49,6,M,t7_dist,U,accept,high,t7
AI,Uganda,uganda_actor_50,6,M,t7_dist,U,accept,high,t7
DI,Uganda,uganda_actor_51,5,F,t7_dist,NA,NA,high,t7
DI,Uganda,uganda_actor_53,6,F,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_54,4,F,t7_dist,E,reject,low,t7
AI,Uganda,uganda_actor_55,5,F,t7_dist,E,reject,high,t7
AI,Uganda,uganda_actor_56,5,M,t7_dist,U,accept,high,t7
DI,Uganda,uganda_actor_57,6,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_58,6,M,t7_dist,U,reject,low,t7
AI,Uganda,uganda_actor_59,15,M,t7_dist,U,reject,low,t7
AI,Uganda,uganda_actor_60,13,F,t7_dist,U,reject,low,t7
AI,Uganda,uganda_actor_61,13,F,t7_dist,E,reject,high,t7
DI,Uganda,uganda_actor_62,13,M,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_63,13,M,t7_dist,U,reject,low,t7
AI,Uganda,uganda_actor_64,15,M,t7_dist,E,accept,high,t7
AI,Uganda,uganda_actor_65,13,F,t7_dist,U,accept,low,t7
DI,Uganda,uganda_actor_66,15,F,t7_dist,U,reject,high,t7
DI,Uganda,uganda_actor_67,12,M,t7_dist,E,accept,low,t7
DI,Uganda,uganda_actor_68,13,M,t7_dist,E,accept,high,t7
DI,Uganda,uganda_actor_69,13,F,t7_dist,U,reject,low,t7
